name	value
ENSPTRT00000050948.4	MTCH1
ENSPTRT00000033489.5	FGD2
ENSPTRT00000074803.1	COX6A1
ENSPTRT00000033491.3	PIM1
ENSPTRT00000073329.1	PIM1
ENSPTRT00000033494.4	TMEM217
ENSPTRT00000033493.5	TMEM217
ENSPTRT00000033496.5	TBC1D22B
ENSPTRT00000066277.2	RNF8
ENSPTRT00000033499.4	CMTR1
ENSPTRT00000057323.2	CCDC167
ENSPTRT00000043406.3	MDGA1
ENSPTRT00000057318.3	ZFAND3
ENSPTRT00000057317.3	BTBD9
ENSPTRT00000033508.2	GLO1
ENSPTRT00000047053.5	DNAH8
ENSPTRT00000033515.3	GLP1R
ENSPTRT00000033516.3	SAYSD1
ENSPTRT00000046072.4	SAYSD1
ENSPTRT00000047578.2	KCNK5
ENSPTRT00000033521.3	KCNK17
ENSPTRT00000076082.1	KCNK17
ENSPTRT00000033522.3	KCNK16
ENSPTRT00000033528.4	KIF6
ENSPTRT00000048743.4	DAAM2
ENSPTRT00000033541.4	LRFN2
ENSPTRT00000047213.3	UNC5CL
ENSPTRT00000033544.4	TSPO2
ENSPTRT00000057302.1	APOBEC2
ENSPTRT00000074641.1	APOBEC2
ENSPTRT00000033547.4	OARD1
ENSPTRT00000033550.4	NFYA
ENSPTRT00000033561.2	TREML1
ENSPTRT00000033564.2	TREM2
ENSPTRT00000033565.4	TREML2
ENSPTRT00000033567.4	TREML4
ENSPTRT00000068984.1	5S_rRNA
ENSPTRT00000033568.3	TREM1
ENSPTRT00000033571.4	NCR2
ENSPTRT00000042554.3	FOXP4
ENSPTRT00000033575.4	MDFI
ENSPTRT00000033576.3	TFEB
ENSPTRT00000033578.3	PGC
ENSPTRT00000033579.4	FRS3
ENSPTRT00000065552.2	TOMM6
ENSPTRT00000057290.2	USP49
ENSPTRT00000033584.4	MED20
ENSPTRT00000033585.3	BYSL
ENSPTRT00000057289.3	CCND3
ENSPTRT00000033587.6	TAF8
ENSPTRT00000033588.3	C6H6orf132
ENSPTRT00000033590.3	GUCA1A
ENSPTRT00000033591.3	GUCA1B
ENSPTRT00000057284.3	GUCA1B
ENSPTRT00000033592.2	MRPS10
ENSPTRT00000033597.3	TRERF1
ENSPTRT00000057275.3	UBR2
ENSPTRT00000033600.4	PRPH2
ENSPTRT00000033601.3	TBCC
ENSPTRT00000033602.5	GLTSCR1L
ENSPTRT00000033604.5	RPL7L1
ENSPTRT00000033607.3	PTCRA
ENSPTRT00000033610.2	CNPY3
ENSPTRT00000033611.2	GNMT
ENSPTRT00000033613.4	PEX6
ENSPTRT00000033615.5	PPP2R5D
ENSPTRT00000033616.3	MEA1
ENSPTRT00000033617.3	KLHDC3
ENSPTRT00000033621.3	RRP36
ENSPTRT00000033622.3	CUL7
ENSPTRT00000043668.3	MRPL2
ENSPTRT00000033628.2	KLC4
ENSPTRT00000033631.1	PTK7
ENSPTRT00000033636.4	SRF
ENSPTRT00000033638.3	CUL9
ENSPTRT00000033644.3	SLC22A7
ENSPTRT00000057247.2	CRIP3
ENSPTRT00000044791.3	ZNF318
ENSPTRT00000033654.4	ABCC10
ENSPTRT00000048101.2	DLK2
ENSPTRT00000033658.4	TJAP1
ENSPTRT00000057239.1	LRRC73
ENSPTRT00000033660.4	YIPF3
ENSPTRT00000033663.4	POLR1C
ENSPTRT00000033664.4	XPO5
ENSPTRT00000033666.2	POLH
ENSPTRT00000033667.3	GTPBP2
ENSPTRT00000057220.3	MAD2L1BP
ENSPTRT00000033672.4	MRPS18A
ENSPTRT00000075087.1	C6orf223
ENSPTRT00000033681.3	MRPL14
ENSPTRT00000033683.5	TMEM63B
ENSPTRT00000066451.2	CAPN11
ENSPTRT00000057206.2	SLC29A1
ENSPTRT00000033690.4	HSP90AB1
ENSPTRT00000033695.2	NFKBIE
ENSPTRT00000057194.2	TMEM151B
ENSPTRT00000033698.2	TCTE1
ENSPTRT00000033699.3	AARS2
ENSPTRT00000033700.2	SPATS1
ENSPTRT00000033701.5	CDC5L
ENSPTRT00000033706.3	SUPT3H
ENSPTRT00000061507.1	ptr-mir-586
ENSPTRT00000000693.4	RUNX2
ENSPTRT00000033713.5	ENPP4
ENSPTRT00000033714.2	ENPP5
ENSPTRT00000033715.4	RCAN2
ENSPTRT00000033719.4	CYP39A1
ENSPTRT00000046107.3	SLC25A27
ENSPTRT00000033721.5	TDRD6
ENSPTRT00000048442.3	PLA2G7
ENSPTRT00000033726.5	MEP1A
ENSPTRT00000033727.4	ADGRF5
ENSPTRT00000057182.3	ADGRF1
ENSPTRT00000033732.3	TNFRSF21
ENSPTRT00000033733.5	CD2AP
ENSPTRT00000067573.1	ADGRF2
ENSPTRT00000033741.3	ADGRF4
ENSPTRT00000066616.2	OPN5
ENSPTRT00000033743.4	PTCHD4
ENSPTRT00000033752.5	MUT
ENSPTRT00000033755.4	CENPQ
ENSPTRT00000057161.2	GLYATL3
ENSPTRT00000033758.4	C6orf141
ENSPTRT00000033761.4	RHAG
ENSPTRT00000033763.5	CRISP2
ENSPTRT00000033764.4	CRISP3
ENSPTRT00000033765.3	PGK2
ENSPTRT00000033767.3	CRISP1
ENSPTRT00000061700.1	DEFB133
ENSPTRT00000033770.2	DEFB114
ENSPTRT00000061696.1	DEFB113
ENSPTRT00000057154.2	DEFB110
ENSPTRT00000033771.3	DEFB112
ENSPTRT00000033772.3	TFAP2D
ENSPTRT00000033774.2	TFAP2B
ENSPTRT00000033778.2	PKHD1
ENSPTRT00000057140.2	SPANXN3
ENSPTRT00000054491.1	ptr-mir-206
ENSPTRT00000054298.1	ptr-mir-133b
ENSPTRT00000033782.2	IL17A
ENSPTRT00000033784.2	IL17F
ENSPTRT00000033787.3	MCM3
ENSPTRT00000044305.3	PAQR8
ENSPTRT00000033789.4	EFHC1
ENSPTRT00000073921.1	TRAM2
ENSPTRT00000033793.3	TMEM14A
ENSPTRT00000033794.3	GSTA2
ENSPTRT00000057135.3	GSTA1
ENSPTRT00000033796.3	GSTA5
ENSPTRT00000033799.2	GSTA3
ENSPTRT00000033800.2	GSTA4
ENSPTRT00000033803.4	ICK
ENSPTRT00000033806.5	FBXO9
ENSPTRT00000033808.4	GCM1
ENSPTRT00000033809.5	ELOVL5
ENSPTRT00000033810.4	GCLC
ENSPTRT00000033811.3	KLHL31
ENSPTRT00000033813.4	LRRC1
ENSPTRT00000057114.2	TINAG
ENSPTRT00000033819.3	FAM83B
ENSPTRT00000033820.3	HCRTR2
ENSPTRT00000033822.3	GFRAL
ENSPTRT00000064025.1	HMGCLL1
ENSPTRT00000033827.1	BMP5
ENSPTRT00000033829.5	COL21A1
ENSPTRT00000033836.5	DST
ENSPTRT00000033842.3	BEND6
ENSPTRT00000033847.4	ZNF451
ENSPTRT00000033848.3	BAG2
ENSPTRT00000033850.4	RAB23
ENSPTRT00000070679.1	5S_rRNA
ENSPTRT00000033875.3	ADGRB3
ENSPTRT00000033877.3	LMBRD1
ENSPTRT00000033880.3	COL19A1
ENSPTRT00000048069.4	COL9A1
ENSPTRT00000033892.5	FAM135A
ENSPTRT00000033893.3	SDHAF4
ENSPTRT00000033897.4	SMAP1
ENSPTRT00000033898.2	b3gat2
ENSPTRT00000033899.4	OGFRL1
ENSPTRT00000054311.2	ptr-mir-30c-2
ENSPTRT00000054277.1	ptr-mir-30a
ENSPTRT00000066585.2	KCNQ5
ENSPTRT00000057079.3	DPPA5
ENSPTRT00000057078.2	KHDC3L
ENSPTRT00000057076.3	OOEP
ENSPTRT00000033924.5	DDX43
ENSPTRT00000042003.4	MB21D1
ENSPTRT00000048233.3	EEF1A1
ENSPTRT00000033932.4	SLC17A5
ENSPTRT00000033934.4	CD109
ENSPTRT00000033939.5	COL12A1
ENSPTRT00000033950.4	TMEM30A
ENSPTRT00000033951.2	FILIP1
ENSPTRT00000033952.5	SENP6
ENSPTRT00000046333.3	MYO6
ENSPTRT00000069820.1	5S_rRNA
ENSPTRT00000057065.2	IMPG1
ENSPTRT00000033962.1	HTR1B
ENSPTRT00000033964.3	IRAK1BP1
ENSPTRT00000033966.3	PHIP
ENSPTRT00000033970.2	HMGN3
ENSPTRT00000033972.3	LCA5
ENSPTRT00000033976.4	SH3BGRL2
ENSPTRT00000033977.3	ELOVL4
ENSPTRT00000033978.4	TTK
ENSPTRT00000033979.3	BCKDHB
ENSPTRT00000069925.1	5S_rRNA
ENSPTRT00000067841.2	FAM46A
ENSPTRT00000033982.6	IBTK
ENSPTRT00000033983.4	TPBG
ENSPTRT00000033984.2	UBE3D
ENSPTRT00000033987.5	DOPEY1
ENSPTRT00000033989.3	PGM3
ENSPTRT00000033990.3	RWDD2A
ENSPTRT00000073002.1	RWDD2A
ENSPTRT00000033991.5	ME1
ENSPTRT00000033992.4	PRSS35
ENSPTRT00000057049.1	RIPPLY2
ENSPTRT00000033996.3	CYB5R4
ENSPTRT00000033998.4	MRAP2
ENSPTRT00000033999.5	CEP162
ENSPTRT00000034003.4	TBX18
ENSPTRT00000034002.4	TBX18
ENSPTRT00000034004.3	NT5E
ENSPTRT00000034006.4	SNX14
ENSPTRT00000047729.4	SYNCRIP
ENSPTRT00000057034.3	HTR1E
ENSPTRT00000034013.3	CGA
ENSPTRT00000034015.4	ZNF292
ENSPTRT00000034016.4	GJB7
ENSPTRT00000034017.5	SMIM8
ENSPTRT00000057031.2	C6H6orf163
ENSPTRT00000057026.2	SLC35A1
ENSPTRT00000034026.3	RARS2
ENSPTRT00000034028.4	ORC3
ENSPTRT00000034029.5	AKIRIN2
ENSPTRT00000034031.3	SPACA1
ENSPTRT00000063819.2	CNR1
ENSPTRT00000034037.4	RNGTT
ENSPTRT00000034038.3	PNRC1
ENSPTRT00000034039.3	SRSF12
ENSPTRT00000034040.5	PM20D2
ENSPTRT00000034041.4	GABRR1
ENSPTRT00000034042.3	GABRR2
ENSPTRT00000043354.2	UBE2J1
ENSPTRT00000034044.4	RRAGD
ENSPTRT00000034045.4	ANKRD6
ENSPTRT00000034049.3	MDN1
ENSPTRT00000034052.1	GJA10
ENSPTRT00000034053.4	BACH2
ENSPTRT00000066415.1	MAP3K7
ENSPTRT00000034059.3	EPHA7
ENSPTRT00000034062.2	MANEA
ENSPTRT00000034064.3	FUT9
ENSPTRT00000034066.4	UFL1
ENSPTRT00000034069.2	FHL5
ENSPTRT00000034070.3	GPR63
ENSPTRT00000034071.3	NDUFAF4
ENSPTRT00000034072.5	KLHL32
ENSPTRT00000034075.3	MMS22L
ENSPTRT00000022012.3	POU3F2
ENSPTRT00000034076.2	FBXL4
ENSPTRT00000034078.4	FAXC
ENSPTRT00000034079.3	COQ3
ENSPTRT00000034081.2	PNISR
ENSPTRT00000056999.3	USP45
ENSPTRT00000034085.4	CCNC
ENSPTRT00000056995.4	PRDM13
ENSPTRT00000034088.3	MCHR2
ENSPTRT00000034090.4	SIM1
ENSPTRT00000034097.2	GRIK2
ENSPTRT00000034101.3	HACE1
ENSPTRT00000034103.3	LIN28B
ENSPTRT00000034105.3	BVES
ENSPTRT00000034106.2	POPDC3
ENSPTRT00000034107.4	PREP
ENSPTRT00000034108.3	PRDM1
ENSPTRT00000034111.3	ATG5
ENSPTRT00000062762.1	5S_rRNA
ENSPTRT00000034112.3	AIM1
ENSPTRT00000034116.4	RTN4IP1
ENSPTRT00000034119.3	QRSL1
ENSPTRT00000054776.1	ptr-mir-587
ENSPTRT00000034122.3	C6H6orf203
ENSPTRT00000034123.5	BEND3
ENSPTRT00000034125.3	PDSS2
ENSPTRT00000034126.5	SOBP
ENSPTRT00000056952.3	SCML4
ENSPTRT00000034134.3	SEC63
ENSPTRT00000034136.3	OSTM1
ENSPTRT00000034137.3	NR2E1
ENSPTRT00000034139.2	SNX3
ENSPTRT00000063025.1	5S_rRNA
ENSPTRT00000034143.4	LACE1
ENSPTRT00000034147.5	FOXO3
ENSPTRT00000034148.4	ARMC2
ENSPTRT00000034151.3	SESN1
ENSPTRT00000034152.3	CEP57L1
ENSPTRT00000034155.2	CD164
ENSPTRT00000034158.3	PPIL6
ENSPTRT00000034159.2	SMPD2
ENSPTRT00000034163.2	MICAL1
ENSPTRT00000034165.4	ZBTB24
ENSPTRT00000034171.3	FIG4
ENSPTRT00000034172.3	GPR6
ENSPTRT00000049700.3	WASF1
ENSPTRT00000034175.5	CDC40
ENSPTRT00000034176.3	METTL24
ENSPTRT00000034178.1	DDO
ENSPTRT00000034180.4	SLC22A16
ENSPTRT00000034183.4	CDK19
ENSPTRT00000034187.3	AMD1
ENSPTRT00000034188.5	GTF3C6
ENSPTRT00000034191.3	RPF2
ENSPTRT00000034195.4	SLC16A10
ENSPTRT00000034196.3	MFSD4B
ENSPTRT00000034200.5	REV3L
ENSPTRT00000034205.3	TRAF3IP2
ENSPTRT00000044378.4	TRAF3IP2
ENSPTRT00000034206.3	FYN
ENSPTRT00000048414.1	WISP3
ENSPTRT00000034214.3	TUBE1
ENSPTRT00000056895.2	FAM229B
ENSPTRT00000034215.5	LAMA4
ENSPTRT00000034218.2	RFPL4B
ENSPTRT00000034220.2	MARCKS
ENSPTRT00000034223.5	HDAC2
ENSPTRT00000034224.3	HS3ST5
ENSPTRT00000063335.1	5S_rRNA
ENSPTRT00000034226.2	FRK
ENSPTRT00000034228.1	NT5DC1
ENSPTRT00000034229.3	COL10A1
ENSPTRT00000042747.4	TSPYL4
ENSPTRT00000034233.1	TSPYL1
ENSPTRT00000045412.2	DSE
ENSPTRT00000034235.4	FAM26F
ENSPTRT00000056888.1	FAM26F
ENSPTRT00000056887.2	FAM26F
ENSPTRT00000034239.4	TRAPPC3L
ENSPTRT00000034236.4	FAM26E
ENSPTRT00000034238.5	FAM26D
ENSPTRT00000034240.5	RWDD1
ENSPTRT00000056883.4	RSPH4A
ENSPTRT00000034242.3	ZUFSP
ENSPTRT00000034244.5	KPNA5
ENSPTRT00000034245.3	FAM162B
ENSPTRT00000034246.3	GPRC6A
ENSPTRT00000034247.3	RFX6
ENSPTRT00000051275.1	5S_rRNA
ENSPTRT00000034249.3	VGLL2
ENSPTRT00000034251.5	ROS1
ENSPTRT00000034258.5	DCBLD1
ENSPTRT00000034261.3	GOPC
ENSPTRT00000034262.3	NUS1
ENSPTRT00000034263.3	SLC35F1
ENSPTRT00000034264.5	CEP85L
ENSPTRT00000065589.2	PLN
ENSPTRT00000034271.5	ASF1A
ENSPTRT00000056866.3	FAM184A
ENSPTRT00000061493.1	ptr-mir-548b
ENSPTRT00000034277.2	MAN1A1
ENSPTRT00000053656.1	5S_rRNA
ENSPTRT00000049349.3	TBC1D32
ENSPTRT00000034280.3	GJA1
ENSPTRT00000034283.4	HSF2
ENSPTRT00000034285.2	SERINC1
ENSPTRT00000056858.1	PKIB
ENSPTRT00000034288.1	FABP7
ENSPTRT00000034289.3	SMPDL3A
ENSPTRT00000034290.3	CLVS2
ENSPTRT00000066928.2	TRDN
ENSPTRT00000034296.3	NKAIN2
ENSPTRT00000034303.4	TPD52L1
ENSPTRT00000065061.2	HDDC2
ENSPTRT00000034306.2	HEY2
ENSPTRT00000047217.4	NCOA7
ENSPTRT00000034309.4	HINT3
ENSPTRT00000071167.1	5S_rRNA
ENSPTRT00000042447.2	TRMT11
ENSPTRT00000056850.3	CENPW
ENSPTRT00000054757.1	ptr-mir-588
ENSPTRT00000034312.4	RSPO3
ENSPTRT00000034314.3	RNF146
ENSPTRT00000072374.1	RNF146
ENSPTRT00000034315.6	ECHDC1
ENSPTRT00000067918.2	KIAA0408
ENSPTRT00000034320.4	C6H6orf58
ENSPTRT00000056843.2	THEMIS
ENSPTRT00000034323.6	PTPRK
ENSPTRT00000034328.5	LAMA2
ENSPTRT00000062780.1	5S_rRNA
ENSPTRT00000034331.4	ARHGAP18
ENSPTRT00000056832.2	TMEM244
ENSPTRT00000056830.3	L3MBTL3
ENSPTRT00000034337.4	SAMD3
ENSPTRT00000034340.3	TMEM200A
ENSPTRT00000034341.4	EPB41L2
ENSPTRT00000034346.4	AKAP7
ENSPTRT00000034350.3	ARG1
ENSPTRT00000043769.4	MED23
ENSPTRT00000044710.5	ENPP3
ENSPTRT00000034356.3	ENPP1
ENSPTRT00000034361.4	CTGF
ENSPTRT00000034362.3	MOXD1
ENSPTRT00000034364.4	STX7
ENSPTRT00000034368.2	TAAR5
ENSPTRT00000056821.1	TAAR2
ENSPTRT00000034369.2	TAAR1
ENSPTRT00000034370.4	VNN1
ENSPTRT00000034372.3	VNN3
ENSPTRT00000049727.4	VNN2
ENSPTRT00000034376.2	SLC18B1
ENSPTRT00000034381.4	RPS12
ENSPTRT00000034383.4	EYA4
ENSPTRT00000034388.4	TCF21
ENSPTRT00000034390.3	TBPL1
ENSPTRT00000034391.6	SLC2A12
ENSPTRT00000046204.4	SGK1
ENSPTRT00000053731.1	5S_rRNA
ENSPTRT00000034397.4	ALDH8A1
ENSPTRT00000034402.3	HBS1L
ENSPTRT00000034404.5	MYB
ENSPTRT00000061336.1	ptr-mir-548a-2
ENSPTRT00000034408.4	AHI1
ENSPTRT00000034416.4	PDE7B
ENSPTRT00000034417.3	MTFR2
ENSPTRT00000034418.4	BCLAF1
ENSPTRT00000034420.4	MAP7
ENSPTRT00000049959.5	MAP3K5
ENSPTRT00000063445.1	5S_rRNA
ENSPTRT00000034427.3	PEX7
ENSPTRT00000034428.2	SLC35D3
ENSPTRT00000034429.3	IL20RA
ENSPTRT00000034433.2	IL22RA2
ENSPTRT00000056787.2	IFNGR1
ENSPTRT00000034435.2	OLIG3
ENSPTRT00000034436.4	TNFAIP3
ENSPTRT00000034439.4	ARFGEF3
ENSPTRT00000034442.1	HEBP2
ENSPTRT00000034443.6	NHSL1
ENSPTRT00000034447.3	CCDC28A
ENSPTRT00000056780.3	ECT2L
ENSPTRT00000034449.4	REPS1
ENSPTRT00000034450.4	ABRACL
ENSPTRT00000074189.1	ABRACL
ENSPTRT00000034451.4	HECA
ENSPTRT00000034453.4	TXLNB
ENSPTRT00000034455.4	CITED2
ENSPTRT00000070685.1	5S_rRNA
ENSPTRT00000034457.3	NMBR
ENSPTRT00000034458.4	VTA1
ENSPTRT00000049354.3	ADGRG6
ENSPTRT00000034465.3	HIVEP2
ENSPTRT00000046894.3	AIG1
ENSPTRT00000034469.4	ADAT2
ENSPTRT00000069138.1	5S_rRNA
ENSPTRT00000034473.2	PEX3
ENSPTRT00000034475.4	FUCA2
ENSPTRT00000056773.3	PHACTR2
ENSPTRT00000034477.3	LTV1
ENSPTRT00000056770.3	ZC2HC1B
ENSPTRT00000034481.4	PLAGL1
ENSPTRT00000034482.2	SF3B5
ENSPTRT00000034483.2	STX11
ENSPTRT00000034488.4	UTRN
ENSPTRT00000034491.3	EPM2A
ENSPTRT00000034492.3	FBXO30
ENSPTRT00000056765.4	SHPRH
ENSPTRT00000034494.6	GRM1
ENSPTRT00000069875.1	5S_rRNA
ENSPTRT00000034495.4	RAB32
ENSPTRT00000067304.2	ADGB
ENSPTRT00000034504.5	STXBP5
ENSPTRT00000056760.1	SAMD5
ENSPTRT00000034505.3	SASH1
ENSPTRT00000034506.5	UST
ENSPTRT00000034507.4	TAB2
ENSPTRT00000034511.1	PPIL4
ENSPTRT00000056757.4	GINM1
ENSPTRT00000034513.5	KATNA1
ENSPTRT00000034519.2	LATS1
ENSPTRT00000034521.3	NUP43
ENSPTRT00000034524.4	PCMT1
ENSPTRT00000034525.2	LRP11
ENSPTRT00000050584.1	RAET1E
ENSPTRT00000056754.2	RAET1G
ENSPTRT00000048527.3	ULBP1
ENSPTRT00000034531.3	ULBP3
ENSPTRT00000049228.4	PPP1R14C
ENSPTRT00000064491.1	IYD
ENSPTRT00000056751.3	PLEKHG1
ENSPTRT00000050633.4	AKAP12
ENSPTRT00000034541.6	ZBTB2
ENSPTRT00000034542.4	RMND1
ENSPTRT00000034544.1	ARMT1
ENSPTRT00000034545.4	CCDC170
ENSPTRT00000034547.2	ESR1
ENSPTRT00000034550.5	SYNE1
ENSPTRT00000052544.1	5S_rRNA
ENSPTRT00000034558.3	MYCT1
ENSPTRT00000034559.3	VIP
ENSPTRT00000034561.3	FBXO5
ENSPTRT00000034562.3	MTRF1L
ENSPTRT00000056738.2	RGS17
ENSPTRT00000053060.1	5S_rRNA
ENSPTRT00000064286.2	RPL27A
ENSPTRT00000069930.1	5S_rRNA
ENSPTRT00000042635.4	OPRM1
ENSPTRT00000056737.3	IPCEF1
ENSPTRT00000034574.3	CNKSR3
ENSPTRT00000034577.5	SCAF8
ENSPTRT00000066879.1	TIAM2
ENSPTRT00000034582.6	TFB1M
ENSPTRT00000034583.3	CLDN20
ENSPTRT00000034584.1	NOX3
ENSPTRT00000068193.1	ptr-mir-1202
ENSPTRT00000034591.4	ARID1B
ENSPTRT00000034593.2	TMEM242
ENSPTRT00000034595.6	ZDHHC14
ENSPTRT00000043402.3	SNX9
ENSPTRT00000034602.4	SYNJ2
ENSPTRT00000034605.4	SERAC1
ENSPTRT00000034606.3	GTF2H5
ENSPTRT00000034607.4	TULP4
ENSPTRT00000034612.4	TMEM181
ENSPTRT00000034614.3	DYNLT1
ENSPTRT00000048340.3	SYTL3
ENSPTRT00000046560.3	EZR
ENSPTRT00000034621.3	RSPH3
ENSPTRT00000034625.3	TAGAP
ENSPTRT00000034628.3	FNDC1
ENSPTRT00000046878.2	SOD2
ENSPTRT00000034633.1	WTAP
ENSPTRT00000034635.4	ACAT2
ENSPTRT00000063943.2	ACAT2
ENSPTRT00000034636.3	TCP1
ENSPTRT00000034637.2	MRPL18
ENSPTRT00000034638.3	PNLDC1
ENSPTRT00000034640.5	MAS1
ENSPTRT00000034646.5	IGF2R
ENSPTRT00000034650.3	SLC22A1
ENSPTRT00000034652.5	SLC22A2
ENSPTRT00000034654.3	SLC22A3
ENSPTRT00000034657.5	LPA
ENSPTRT00000034673.3	PLG
ENSPTRT00000034683.4	AGPAT4
ENSPTRT00000034690.2	PRKN
ENSPTRT00000063118.1	5S_rRNA
ENSPTRT00000045284.4	QKI
ENSPTRT00000034706.5	C6H6orf118
ENSPTRT00000050003.4	PDE10A
ENSPTRT00000051946.1	5S_rRNA
ENSPTRT00000034710.1	T
ENSPTRT00000034711.4	PRR18
ENSPTRT00000045944.3	SFT2D1
ENSPTRT00000042463.4	MPC1
ENSPTRT00000044009.3	MPC1
ENSPTRT00000034716.3	RPS6KA2
ENSPTRT00000061570.3	RNASET2
ENSPTRT00000049079.2	RNASET2
ENSPTRT00000065292.1	FGFR1OP
ENSPTRT00000034732.2	CCR6
ENSPTRT00000034734.1	GPR31
ENSPTRT00000034737.3	UNC93A
ENSPTRT00000034740.2	TTLL2
ENSPTRT00000067597.2	AFDN
ENSPTRT00000034755.3	FRMD1
ENSPTRT00000056670.1	DACT2
ENSPTRT00000034764.3	DACT2
ENSPTRT00000034757.4	SMOC2
ENSPTRT00000056668.2	C6orf120
ENSPTRT00000034765.4	PHF10
ENSPTRT00000034766.2	TCTE3
ENSPTRT00000034767.3	ERMARD
ENSPTRT00000034771.4	DLL1
ENSPTRT00000034774.3	FAM120B
ENSPTRT00000034775.4	PSMB1
ENSPTRT00000066622.2	TBP
ENSPTRT00000034777.5	PDCD2
ENSPTRT00000054426.2	ptr-mir-339
ENSPTRT00000044332.3	CYP2W1
ENSPTRT00000075603.1	COX19
ENSPTRT00000075748.1	GET4
ENSPTRT00000034785.5	SUN1
ENSPTRT00000065471.2	MAD1L1
ENSPTRT00000034828.4	MRM2
ENSPTRT00000034833.3	NUDT1
ENSPTRT00000034835.1	SNX8
ENSPTRT00000034838.5	EIF3B
ENSPTRT00000034840.5	CHST12
ENSPTRT00000034844.4	LFNG
ENSPTRT00000034846.3	BRAT1
ENSPTRT00000034848.5	IQCE
ENSPTRT00000034854.5	TTYH3
ENSPTRT00000034856.4	AMZ1
ENSPTRT00000034857.4	GNA12
ENSPTRT00000034858.3	CARD11
ENSPTRT00000034863.5	SDK1
ENSPTRT00000042778.3	FOXK1
ENSPTRT00000065281.2	AP5Z1
ENSPTRT00000064812.2	RADIL
ENSPTRT00000034879.4	MMD2
ENSPTRT00000068153.2	RBAK
ENSPTRT00000034889.5	WIPI2
ENSPTRT00000034894.3	SLC29A4
ENSPTRT00000035540.4	TNRC18
ENSPTRT00000034903.5	FBXL18
ENSPTRT00000054580.1	ptr-mir-589
ENSPTRT00000066712.2	ACTB
ENSPTRT00000042865.2	ACTB
ENSPTRT00000034907.3	FSCN1
ENSPTRT00000034911.3	RNF216
ENSPTRT00000035960.4	OCM
ENSPTRT00000074300.1	C7orf28A
ENSPTRT00000034977.4	PMS2
ENSPTRT00000034976.5	ZNF12
ENSPTRT00000034961.3	C7H7orf26
ENSPTRT00000034957.5	ZDHHC4
ENSPTRT00000067687.2	GRID2IP
ENSPTRT00000074555.1	GRID2IP
ENSPTRT00000075407.1	GRID2IP
ENSPTRT00000044585.3	RAC1
ENSPTRT00000034946.3	RAC1
ENSPTRT00000055615.2	FAM220A
ENSPTRT00000034940.4	CYTH3
ENSPTRT00000074853.1	CYTH3
ENSPTRT00000034939.3	USP42
ENSPTRT00000034937.5	EIF2AK1
ENSPTRT00000034938.3	ANKRD61
ENSPTRT00000034934.2	AIMP2
ENSPTRT00000034990.1	C1GALT1
ENSPTRT00000064988.2	COL28A1
ENSPTRT00000034992.5	MIOS
ENSPTRT00000034993.4	RPA3
ENSPTRT00000065066.2	UMAD1
ENSPTRT00000034995.4	GLCCI1
ENSPTRT00000034997.4	ICA1
ENSPTRT00000035002.4	NXPH1
ENSPTRT00000035004.5	NDUFA4
ENSPTRT00000065934.2	PHF14
ENSPTRT00000042394.4	THSD7A
ENSPTRT00000035010.5	TMEM106B
ENSPTRT00000035011.4	VWDE
ENSPTRT00000035016.4	SCIN
ENSPTRT00000050167.4	ARL4A
ENSPTRT00000067353.2	ETV1
ENSPTRT00000067503.2	DGKB
ENSPTRT00000035025.5	AGMO
ENSPTRT00000035026.2	MEOX2
ENSPTRT00000064559.2	ISPD
ENSPTRT00000066427.2	SOSTDC1
ENSPTRT00000055598.3	LRRC72
ENSPTRT00000035031.3	ANKMY2
ENSPTRT00000035033.4	BZW2
ENSPTRT00000035034.5	TSPAN13
ENSPTRT00000035035.3	AGR2
ENSPTRT00000035036.2	AGR3
ENSPTRT00000035037.5	AHR
ENSPTRT00000035041.5	SNX13
ENSPTRT00000068676.1	ptr-mir-1302-6
ENSPTRT00000035045.5	HDAC9
ENSPTRT00000035049.3	FERD3L
ENSPTRT00000035050.4	TWISTNB
ENSPTRT00000063559.3	TMEM196
ENSPTRT00000035052.4	MACC1
ENSPTRT00000035053.3	ITGB8
ENSPTRT00000035055.5	ABCB5
ENSPTRT00000064539.2	SP8
ENSPTRT00000035061.2	SP4
ENSPTRT00000068256.1	ptr-mir-1183
ENSPTRT00000047589.4	CDCA7L
ENSPTRT00000065187.2	RAPGEF5
ENSPTRT00000035090.4	IL6
ENSPTRT00000035093.3	FAM126A
ENSPTRT00000035098.4	KLHL7
ENSPTRT00000035099.3	NUPL2
ENSPTRT00000035101.4	GPNMB
ENSPTRT00000035102.3	MALSU1
ENSPTRT00000035103.3	IGF2BP3
ENSPTRT00000035105.2	TRA2A
ENSPTRT00000035106.2	CCDC126
ENSPTRT00000035107.3	FAM221A
ENSPTRT00000035108.4	STK31
ENSPTRT00000071397.1	5S_rRNA
ENSPTRT00000035112.2	NPY
ENSPTRT00000035113.4	MPP6
ENSPTRT00000035116.4	DFNA5
ENSPTRT00000035120.2	OSBPL3
ENSPTRT00000035122.3	CYCS
ENSPTRT00000035123.2	C7H7orf31
ENSPTRT00000035124.3	NPVF
ENSPTRT00000054468.2	ptr-mir-148a
ENSPTRT00000035126.3	NFE2L3
ENSPTRT00000035129.4	HNRNPA2B1
ENSPTRT00000035134.4	CBX3
ENSPTRT00000028871.3	RNF7
